0
0,014059939
-0,022347096
-0,0035434049
-0,037345517
0,04511426
0,037790924
0,017052935
0,0356353
0,023460526
-0,01844697
0,010229893
0,019512305
0,012234377
0,022578733
-0,008046778
0,045244623
0,021633063
-0,008896603
0,02513882
0,04032788
0,011494282
0,023657888
-0,0107724415
0,014928319
-0,028993975
0,004539044
0,039393976
0,03954439
0,00018968422
0,023993775
0,012532135
0,017231107
0,014939573
0,006195969
-0,012193839
-0,01602362
0,019471778
0,011646937
0,024551965
0,021485738
-0,01715886
-0,002998877
0,013261667
-0,020692885
0,04466123
-0,031839307
-0,032723624
-0,02245791
0,020427752
0,03591873
0,046473026
0,025127273
0,02937253
-0,018694654
0,019296529
0,012958725
0,04681561
0,019051053
0,031419728
0,030183269
0,032193203
-0,027078621
0,019624123
0,029983126
-0,014894187
0,02405365
0,04111829
-0,015598181
0,019306209
-0,005375579
-0,029758073
0,030907694
0,020305801
0,015462355
0,00023445881
-0,013840605
-0,020896578
0,011056412
0,009161751
-0,0017577042
0,00725489
-0,0077736755
0,0009392294
0,032511137
-0,02556598
0,032650877
0,025480984
-0,031576548
0,044534553
0,0170687
0,025729185
0,025588421
0,0231323
0,02107437
0,05358426
0,034719486
-0,014777918
-0,010311977
0,02403738
-0,01418244
-0,035722848
-0,021426555
0,025648585
-0,028283754
0,02877331
-0,016093293
0,004917777
0,025614668
0,0050285873
-0,010609645
0,0012267207
0,02469488
-0,01778098
0,04152408
0,039170805
-0,015671829
-0,019139586
0,01968395
0,012661368
0,006930824
0,0062008
0,023336409
-0,026383055
-0,030251862
-0,032843668
0,038527485
0,0269986
0,03461321
0,049872782
0,01770532
0,028773306
-0,008581212
-0,0037206819
0,03647714
-0,006970416
-0,007244189
0,008196848
0,03675866
-0,006707061
0,01166665
0,029151382
0,0026376292
0,052171215
0,008583574
0,010907505
-0,027345957
0,009654158
0,045804087
-0,01436945
-0,0071995
0,008573938
-0,026221186
0,020813009
-0,031858265
-0,01079585
0,034814823
0,00574146
0,023993868
0,00950088
0,057485946
-0,009568033
0,008313008
-0,012526493
0,036205266
-0,010238027
-0,001234805
0,047745805
0,0010280992
0,011510922
-0,008782569
0,038412724
0,0033791682
0,04105224
0,016929625
0,029323572
-0,009699974
0,0026616722
0,009866686
0,0050998824
-0,022099093
-0,016996339
-0,0035740894
0,036801875
0,045274515
-0,031267215
-0,018496484
-0,02264381
0,04516992
0,032606795
0,033711776
-0,019489734
-0,00544362
0,044072375
-0,017640464
-0,018272674
0,047357667
0,029481046
0,009271647
-0,019888226
0,041001804
0,014511372
0,011117816
0,028782913
-0,023191206
0,052983705
0,043601964
0,018049615
0,024013394
-0,016465938
0,018369203
-0,015981346
0,019664481
-0,010214904
0,02277147
0,04908646
-0,031156637
0,01353472
0,043849383
-0,016839102
-0,0052709104
0,03381063
0,025340935
0,030585848
-0,0038761247
0,03722885
-0,015128588
0,021545073
0,029960124
-0,015711492
0,009038244
0,028278
-0,015166079
0,049948946
-9,694636e-05
0,0075532654
0,01618485
0,019879136
0,049972735
-0,017685741
-0,017131936
-0,019458398
0,053749986
0,028469939
0,021268275
0,016817514
0,04739737
0,049572762
-0,0078797275
0,04124644
0,03370796
-0,025237923
0,055330038
-0,0064320043
0,0009288851
0,0041803373
0,012390123
-0,01814751
0,026820656
0,02437484
-0,01688287
-0,016749175
0,0058371522
-0,015606673
0,037593953
-0,0045283604
-0,013965202
0,013274449
0,017516078
0,02249045
0,010355807
0,024588643
0,023494678
-0,013425618
0,005236929
-0,031897273
0,009508018
0,042355504
0,01428191
-0,017623672
0,021543926
-0,010451901
-0,028649228
-0,030324971
-0,030720681
0,008065457
-0,010871439
-0,028444713
0,038795915
0,008657285
0,02252488
0,015346631
-0,0021641096
0,03886057
0,01662483
0,030768165
0,023438813
0,030638523
-0,03079473
0,0070727123
0,024225853
0,017349774
0,029399397
0,03680966
0,0010975965
0,005316265
-0,020821538
0,04087231
0,009404703
0,023946926
0,01732493
-0,006951843
-0,023749653
0,018719481
0,022985807
0,009001319
0,035054397
0,0019882708
0,0070237448
0,008738461
0,019965945
0,02325264
0,0017914271
0,053211924
-0,026063096
0,03392516
0,017280286
0,0254554
-0,012852499
-0,008111541
0,029898185
-0,017055389
0,002068566
0,026587624
-0,019634005
0,013081672
0,04322615
0,033068366
0,02796281
0,017178977
0,00799424
0,032354534
-0,030629434
-0,019470116
0,017661236
0,020197915
-0,009896836
0,0056288
0,028148409
0,030150639
0,031350102
0,030562574
0,023905635
0,005245533
0,02084197
0,0022366329
-0,025083244
0,005034305
0,0102061
-0,018745491
-0,011087577
0,012260443
0,034248203
0,017539391
0,007888701
0,016926369
0,044049267
0,04610065
0,018296454
-0,022127852
0,020523172
0,026404528
0,026234163
-0,0057905633
-0,028966079
-0,0048392136
0,02752437
-0,0039330837
-0,04540082
-0,023850726
-0,02247071
-0,00067719544
-0,022261342
-0,016960151
-0,026814217
0,03233571
-0,02031539
0,038986918
0,01595022
-0,006556191
-0,013249082
-0,0046435352
-0,008468336
-0,01456634
-0,030805448
-0,0029190793
0,02906155
-0,004981616
0,04288933
0,020549553
0,02913184
0,03718061
0,010257893
0,021204716
-0,0054190704
0,012549308
-0,003732838
0,040968552
0,029709939
-0,027730044
0,019112838
0,023499679
0,010944444
-0,005957208
0,013335305
0,044658553
-0,015415401
-0,0014897613
0,0042075124
0,0020199968
0,0043609464
0,039647635
0,021127354
-0,0114577785
-0,00985975
0,010804833
0,03845647
0,020156568
0,00889215
-0,008475385
-0,020689048
-0,013073816
-0,025764907
-0,011235964
0,011720656
-0,004723178
0,0067673572
0,040069584
0,0035690241
0,015059752
-0,024489893
-0,014351933
-0,0038922713
-0,01383636
0,027754232
0,015014943
0,0059014964
-0,010785759
0,023695905
-0,004044801
0,0041251145
0,040593337
0,023878917
-0,035441916
0,006301096
0,025203332
-0,012346393
0,0045255683
0,025333652
0,04677983
-0,014815895
0,013597186
-0,017501432
0,025752166
0,044214282
0,0012778206
0,01194983
-0,0020237875
0,036675766
-0,021023784
0,00426184
-0,032675453
0,0012230402
-0,027432427
0,017982066
-0,023880905
0,02720418
0,008160338
0,058608435
-0,00037026886
0,019206705
0,032018203
0,026934782
-0,025052983
0,002873527
0,038315855
-0,012018675
0,008668484
-0,0007151047
0,006088745
-0,019116992
-0,024592688
-0,0073224558
-0,012778109
0,009683081
0,046066005
0,035907604
0,041003518
0,025320314
-0,014636694
0,02690415
0,0008803882
0,025163395
-0,009415107
0,026995422
-0,02247663
0,023012377
0,027545957
0,010511153
-0,014421399
0,013241221
-0,03226109
0,040298805
